epoch,loss,val_loss,auc_pr,val_auc_pr,f1,val_f1,iou,val_iou,soft_iou,val_soft_iou,prec,val_prec,rec,val_rec,loss_bce,val_loss_bce,loss_dice,val_loss_dice
29,0.19215605,0.14548871,0.91498024,0.9489058,0.86324788,0.89068017,0.75939852,0.80290656,0.70661895,0.75225259,0.85202755,0.91833646,0.87476767,0.86464096,0.0801946,0.05494067,0.11196145,0.09054805
30,0.18282628,0.14447527,0.92969224,0.94964281,0.86302999,0.89297596,0.75906134,0.8066455,0.7077286,0.7529562,0.86051714,0.91291132,0.86555755,0.87389265,0.07910112,0.05305192,0.10372517,0.09142335
31,0.18707819,0.14202134,0.9253474,0.94650999,0.86043865,0.89590088,0.75506127,0.81143157,0.70805693,0.75693538,0.87886871,0.89224888,0.84276567,0.8995829,0.0790568,0.05326975,0.10802139,0.08875159
32,0.2000098,0.14088242,0.91619374,0.95030643,0.85089958,0.89446256,0.74049192,0.80907487,0.69356367,0.7608506,0.85781231,0.90263762,0.84409737,0.88643425,0.08604052,0.0543133,0.11396929,0.08656912
33,0.18890416,0.13975704,0.92297587,0.95035464,0.86340262,0.89727901,0.75963805,0.81369541,0.70915426,0.75719301,0.86356711,0.88843165,0.86323819,0.90630436,0.07829713,0.05102141,0.11060703,0.08873563
34,0.17485739,0.13974779,0.9347313,0.95202816,0.86980311,0.89768145,0.76960317,0.81435756,0.71891389,0.76105114,0.86468076,0.87229766,0.87498652,0.92458684,0.0726403,0.0523481,0.10221708,0.0873997
35,0.17712561,0.13639172,0.93369023,0.95292187,0.86728839,0.90047325,0.7656745,0.81896439,0.71520531,0.76329242,0.87800067,0.89500613,0.85683436,0.90600757,0.07438209,0.05016791,0.10274351,0.0862238
36,0.17284812,0.13723653,0.93112365,0.9525254,0.87688141,0.89965454,0.78075585,0.81761099,0.7292272,0.76250547,0.87311081,0.89798291,0.88068472,0.9013324,0.07192146,0.05030657,0.10092666,0.08692995
37,0.17456585,0.13646961,0.93689234,0.9522256,0.86887115,0.89928538,0.76814515,0.81700139,0.71974108,0.76661706,0.8790588,0.89621149,0.85891692,0.90238042,0.07439,0.05161763,0.10017585,0.08485198
38,0.1732058,0.13750689,0.93938268,0.95216106,0.86994717,0.8989502,0.76982876,0.81644826,0.7223416,0.76345464,0.8774189,0.89911094,0.86260162,0.89878951,0.07287217,0.05112592,0.10033362,0.08638097
39,0.21148023,0.1492813,0.91082162,0.94993958,0.83772458,0.89201177,0.72076253,0.80507333,0.67587782,0.74827074,0.84774277,0.90436369,0.8279404,0.87999272,0.08944974,0.05416139,0.12203049,0.09511991
40,0.1982461,0.18481696,0.91609534,0.94282743,0.85127552,0.85205429,0.74106152,0.74224267,0.69824235,0.69957338,0.86483134,0.9398165,0.8381381,0.77928305,0.0849348,0.07177635,0.1133113,0.1130406
41,0.21304483,0.17200785,0.90994772,0.94793081,0.83973476,0.87709983,0.72374379,0.78110223,0.6787786,0.71881594,0.84620137,0.81924621,0.83336624,0.94374535,0.09265006,0.06411408,0.12039477,0.10789376
42,0.16897127,0.16797404,0.93921325,0.94957178,0.8748229,0.87167672,0.77749796,0.77254163,0.72336176,0.70430861,0.89027653,0.93060183,0.85989661,0.81976944,0.07100069,0.0559027,0.09797058,0.11207134
43,0.20295072,0.14666567,0.91157637,0.94767865,0.84812882,0.88928804,0.73630526,0.80064685,0.6997391,0.75909202,0.84885801,0.91599656,0.84740088,0.86409292,0.08869601,0.05784524,0.11425471,0.08882043
44,0.19326096,0.16710284,0.92237752,0.9412848,0.85549119,0.87555182,0.74747453,0.77865021,0.69760901,0.726169,0.86341045,0.83146821,0.84771588,0.92457167,0.0819082,0.06050031,0.11135276,0.10660254
45,0.19542465,0.14653339,0.92134971,0.95006897,0.8535659,0.88937428,0.74453987,0.80078668,0.69863439,0.74862244,0.84592846,0.91968594,0.86134251,0.86099694,0.08499388,0.05324825,0.11043077,0.09328514
