epoch,loss,val_loss,auc_pr,val_auc_pr,f1,val_f1,iou,val_iou,soft_iou,val_soft_iou,prec,val_prec,rec,val_rec,loss_bce,val_loss_bce,loss_dice,val_loss_dice
29,0.11750164,0.11024058,0.98797518,0.99342717,0.95138026,0.97683406,0.90726907,0.95471714,0.85743077,0.85129016,0.95598881,0.97593556,0.94681593,0.97773421,0.03949759,0.02181538,0.07800405,0.0884252
30,0.12530375,0.11065553,0.98594777,0.99323547,0.95322314,0.9710664,0.91062687,0.94376002,0.86062978,0.85071845,0.94948398,0.95758562,0.95699186,0.98493215,0.0418192,0.02151003,0.08348455,0.08914551
31,0.11074601,0.10995451,0.98942658,0.993303,0.95484846,0.97353976,0.91359811,0.9484437,0.86440297,0.85197912,0.95123754,0.96412642,0.95848691,0.98313872,0.037719,0.0216621,0.07302701,0.08829242
32,0.10565727,0.11015727,0.98975579,0.99377581,0.96114511,0.9740179,0.92519669,0.94935175,0.87017252,0.85308933,0.95129291,0.96167059,0.97120351,0.9866864,0.03435845,0.02193899,0.07129882,0.08821828
33,0.11363206,0.10892264,0.99003301,0.99344055,0.96114407,0.96903306,0.92519478,0.93992641,0.86828676,0.85297673,0.96424029,0.95284627,0.95806768,0.98577931,0.03739966,0.02150718,0.0762324,0.08741546
34,0.11450481,0.10850648,0.98943022,0.99354781,0.9586506,0.97277682,0.92058497,0.94699657,0.86569234,0.85497804,0.94841285,0.96200646,0.9691118,0.98379109,0.03579955,0.02223989,0.07870526,0.08626659
35,0.10293716,0.10892619,0.99142098,0.9933221,0.95929743,0.97402809,0.92177868,0.94937111,0.87223327,0.85263596,0.95481628,0.96413815,0.96382084,0.98412303,0.03407112,0.02124576,0.06886604,0.08768043
36,0.11697311,0.10737608,0.99046677,0.99349049,0.96349321,0.97595938,0.92955803,0.95304753,0.87560835,0.85545478,0.95917641,0.97175456,0.96784903,0.98020076,0.0346475,0.02197234,0.08232561,0.08540373
37,0.11209969,0.10878318,0.9923951,0.9934217,0.96644696,0.97422247,0.93507245,0.94974051,0.87658334,0.85175974,0.96614805,0.96588703,0.96674607,0.98270304,0.0325021,0.02084488,0.07959759,0.0879383
38,0.11386588,0.11146669,0.9894715,0.99305774,0.95732304,0.97647763,0.91813964,0.95403644,0.86875452,0.84712621,0.94621219,0.98037052,0.96869793,0.97261554,0.03621484,0.0210941,0.07765104,0.0903726
39,0.12453956,0.10895201,0.98391627,0.99335077,0.95069107,0.96738762,0.90601638,0.9368352,0.86126706,0.85793072,0.93709152,0.94646244,0.96469117,0.98925899,0.03933158,0.02394486,0.08520798,0.08500714
40,0.12818391,0.11158801,0.98193144,0.99338781,0.94901908,0.97039841,0.90298412,0.94249893,0.85169126,0.8505365,0.95238097,0.95500008,0.94568084,0.98630143,0.04285175,0.02187949,0.08533217,0.08970852
41,0.13545499,0.12533425,0.98462756,0.99045164,0.94720489,0.96343714,0.89970488,0.92945365,0.84556949,0.83994201,0.94897917,0.97161498,0.94543724,0.95539581,0.04607124,0.02899094,0.08938375,0.09634331
42,0.14010823,0.12021425,0.98097004,0.99285484,0.93618453,0.96999824,0.8800253,0.94174425,0.83496825,0.84254944,0.94270489,0.98217655,0.92975375,0.95811823,0.04791056,0.0266181,0.09219767,0.09359615
43,0.12311743,0.1220718,0.98537899,0.9938227,0.95274105,0.97727894,0.90974735,0.95556744,0.85518047,0.83264545,0.94468991,0.98279341,0.9609306,0.97182602,0.03721691,0.02003724,0.08590053,0.10203456
44,0.1178284,0.11160084,0.9887602,0.99380929,0.95251384,0.97752592,0.90933309,0.95603981,0.8623392,0.85222548,0.94215249,0.97633623,0.96310561,0.97871852,0.03861191,0.02290363,0.07921649,0.08869721
45,0.13573258,0.11863985,0.98381769,0.9916613,0.94212546,0.96676429,0.89058336,0.93566675,0.84680985,0.84390918,0.94645001,0.97157584,0.93784025,0.96200016,0.04583211,0.02446938,0.08990047,0.09417047
46,0.11838608,0.11021849,0.98681165,0.99363356,0.94941686,0.973907,0.90370464,0.94914106,0.86046228,0.85453319,0.93929759,0.96334426,0.95975654,0.98470394,0.04025025,0.02284778,0.07813583,0.08737071
